sen_coding,votes
"Wel lekker misschien, maar niet echt gezond.",1.0
Met dank aan Padt scoort Van Ginkel binnen 7 minuten 1-0.,0.0
"Hier is de man te zien, met in z 'n handen een Palestijnse vlag... op het moment dat hij de ramen inslaat.",0.0
"De inwoners worden Catalanen genoemd Zij hebben hun eigen taal, cultuur en volkslied.",0.0
"De crematie is morgen, maar nu al zitten er tienduizenden mensen langs de route van de rouwstoet.",0.0
"Wolken, zon en enkele buien wisselen elkaar snel af.",0.0
Hashtag museum van Souf moet trending worden.,1.0
Vooral bij jonge wetenschappers... ...die voor hun promotie meehelpen bij zo'n onderzoek.,0.0
"Knapen denkt zo 20 miljoen te kunnen besparen, wat nodig is omdat zijn budget door het kabinet-Rutte is beknot.",0.0
Ik vind dat het wel verwarrend is.,1.0
"Eh... Zo, goeie vraag.",2.0
"Dan de tweede helft, waarin Utrecht het conditioneel moeilijker heeft.",0.0
De kruisspin werd vorig weekend tijdens de nationale spinnentelling het meest gezien en geteld.,0.0
En het is een gezellig moment.,1.0
Nederland blijft ook volgend jaar actief in Mali.,0.0
De politie in Almere heeft twee jongens van 15 aangehouden... voor de dood van een jongen van eveneens 15.,0.0
Of zitten tijdens de feestdagen alleen thuis.,0.0
Een groep Europarlementariers wil tegen alle brexit-afspraken stemmen die met de Britten zijn gemaakt.,0.0
Dan hoef je niet aan die stomme problemen te denken.,1.0
Nooit eerder kreeg het vrouwenvoetbal zoveel aandacht.,0.0
Gert-Jan Segers doet het ook niet allemaal op volkoren boterhammen zal ik maar zeggen.,1.0
Hij moet blijven leven.,1.0
"En het is vlak voor Kerst, dus veel mensen doen daar zo vlak voor Kerst nog even wat inkopen.",0.0
"Die hebben ze al, maar om dat te verfijnen.",0.0
Nu is de dader een blanke Amerikaan die mensen doodschiet.,0.0
"Je hebt nog 11 uur, 39 minuten en 16 seconden... om de wereld een heel klein beetje rechtvaardiger te maken.",0.0
Hier hebben ze zelf het beleid gemaakt.,0.0
Je kunt je niet 100 procent weren tegen dit soort aanvallen.,0.0
Het is Foute Kersttruien Dag.,0.0
"Maar als je diezelfde bloembollen in diezelfde vrachtwagen... naar de drogerij vervoert, dan valt het opeens in het hoge tarief.",0.0
Fans stonden tegen het hek aan en klapten hard tegen de grond.,0.0
Dit alles betekent ook dat je er geen reclame voor mag maken als geneesmiddel.,0.0
Minister van Buitenlandse Zaken Tillerson zei vanavond... dat er geen plaats is voor dergelijk geweld in het publieke debat.,0.0
"Om gewoon de kinderen te helpen, en om gewoon lekker schoon te maken.",0.0
"Als dit echt een setup is van Maduro, is het wel heel doorzichtig: Hij wil een nep-staatsgreep, ziet die film over een agent in een helikopter... en wil dan precies die acteur als piloot van de helikopter.",1.0
"Ogene droeg het liedje Lights and Shadows... dat ze tijdens het songfestival zongen, op aan hun moeder.",0.0
De Democraten bijna allemaal tegen.,0.0
Het lek ontstond toen vanochtend de grond inzakte en een generator op de gasleiding viel.,0.0
Omdat iedereen dan dingen koopt om naar een concert te gaan... verdient zij heel veel geld.,0.0
De therapiehonden helpen hem.,0.0
Ook vandaag weer gingen demonstranten de straat op.,0.0
Er zijn dus leraren die staken geen goed idee vinden.,0.0
De kans is groot dat hij flink in de war was.,0.0
"Op grond daarvan kon de leerkracht extra uitleg of verdieping geven, maar ook individueel leerlingen met problemen helpen.",0.0
Stichting Het Vergeten Kind organiseert minivakanties voor ze.,0.0
De politie wil dus nog niet zeggen of het een terreurdaad is.,0.0
De twee dodelijke slachtoffers zaten in een auto.,0.0
GELACH Ik dacht al: Daar moet nog wel een behoorlijke locomotief voor... om zo 'n ding zonder wielen voort te trekken.,1.0
"Vervolgens krijgt hij maximaal drie maanden een beloning... van maximaal vier euro en in de periode daarna, tot eind februari... kan de deelnemer sparen voor abonnementen... op tijdschriften of kranten en dergelijke.",0.0
Gisteren waren veel kinderen hier in de buurt.,0.0
In een groep zien ze er misschien niet groot uit... maar ze kunnen 3 meter lang worden en wegen honderden kilo 's.,0.0
Hij wordt ook verdacht van de moord op twee prostituees.,0.0
Volgens sportjournalist Rivkah op 't Veld is dat ook juist het geheim van Oranje: Het samenspel.,0.0
En dat gaat heel goed.,1.0
"Ja, niet leuk.",1.0
Maar eigenlijk om alles wat voor het grijpen ligt.,1.0
"Een handjevol mensen uit Nederland stuurt die groepen aan, met boven hen weer mensen uit Europa.",0.0
Ik smeer wel eens haar brood.,0.0
Een beeld dat je met je hoofd deed schudden in een mengeling van berusting en zelfgenoegzaamheid.,0.0
Mag je na schooltijd niet spelen op het schoolplein?,2.0
"Hele andere problemen verder in het zuiden van Europa, zoals hier in Athene.",0.0
Er moet echt met elkaar gesproken gaan worden.,1.0
En dat levert soms gevaarlijke situaties op... De hongerige beren laten zich maar moeilijk wegjagen.,0.0
"Het is natuurlijk helemaal plat, en wij willen zorgen... dat ze weer huizen kunnen kopen.",0.0
En dansen kan ik ook met hem.,0.0
Dat het zeker goed komt.,1.0
Straks: de eerste repetitie van Fource op het Junior Songfestival in Georgie.,0.0
Want we willen hem wel graag aan je laten zien.,1.0
Soms hebben ze ook weinig kleren aan.,0.0
'Koeweit spekt moskeeen. ',0.0
In de Australische stad Melbourne is een automobilist ingereden op een groep voetgangers.,0.0
Volgens hem is een huis een eerste levensbehoefte.,0.0
Minecraft en FIFA zijn ook hier populair.,0.0
Dat is heel bijzonder... zo vertelt Felix Bettonvil van Sterrewacht Leiden in de krant.,0.0
"Lieve mensen, stemmen op Erik de Vogel kan nog tot uiterlijk morgenochtend 10 uur.",0.0
"Dus naast de overheid en de nazi 's zijn zelfs moslimorganisaties... tegen die nieuwe school, die dus islamitisch is.",0.0
Voor deze emotie moest ruimte zijn.,1.0
Speciaal in het schuttersuniform is Andy samen met zijn familie vanuit Limburg... naar een groot documentairefestival in Amsterdam gekomen.,0.0
Korte broeken in de winter: Zo meteen meer.,0.0
Bij de meeste kinderen is een broodj met hagelslag of chocopasta namelijk favoriet.,0.0
De man doemde ineens uit de mist op voor een grenspost.,0.0
Meer nieuws en filmpjes vind je natuurlijk in onze app.,0.0
Om reclame te maken bouwden de Koreanen deze glijbaan.,0.0
En daar hebben ze heel wat push-ups voor over.,0.0
Dat is weleen eer.,1.0
Roberto Mancini is sinds 1 juni de trainer van Zenit.,0.0
De belegering van Srebrenica.,0.0
Met de categorie dans.,0.0
De Amerikaanse president Donald Trump boog vorige week voor de logica van zijn eigen ministerie van Financiën en nam terug dat China een „valutamanipulator” is – de zoveelste botsing van zijn simpele campagnetaal met de complexe realiteit.,1.0
BNNVARA schrok zich een hoedje.,0.0
Twee jaar geleden zag hun leven er heel anders uit.,0.0
Zo vlak voor de finale is de Nederlandse boyband nog erg ontspannen.,0.0
"En wiebel, giechel, beweeg.",2.0
"Hij wil graag meedenken over hoe het verder moet, maar geld geeft hij na 2012 niet meer.",0.0
Of de Franse Eiffeltoren.,0.0
"Maar ik ga naar de bus, anders... wachten we nog langer.",0.0
"Dat is belangrijk, zegt het Longfonds.",0.0
Dan was hij het helemaal kwijt.,0.0
Het is inmiddels weer rustig EN veilig op Schiphol.,0.0
Omdat het opvalt dat de president bij even erge aanslagen anders lijkt te reageren.,0.0
We hebben veel meer tijd.,0.0
"Er is grote behoefte aan tenten, dekens, eten en medicijnen.",0.0
1: Op nummer 1 toch wat vrolijk nieuws.,0.0
Dus jullie hebben geluk.,1.0
En Arcadis is niet de enige die het nog niet weet.,0.0
Eerder vandaag meldde de politie dat ze nog niet weten wie de jongen van een jaar of 5 is.,0.0
Er werd geld ingezameld voor de haaien.,0.0
"En hoe streng die norm is, hangt af van de specifieke stofsoort... ...en van de grond waar het naartoe verplaatst wordt.",0.0
Dat heeft de rechter gezegd.,0.0
"Het weer, Willemijn.",2.0
Chauffeurs op de bloemenveiling in Naaldwijk zijn boos.,0.0
Met die club uit Rotterdam werd Kuij afgelopen seizoen landskampioen.,0.0
Ik zou het heel leuk vinden.,1.0
Zij moeten tegen hun zin in seksuele dingen doen.,0.0
APPLAUS EN GEJUICH Gisteravond won Nicky de finale van de Nederlandse missverkiezing.,0.0
Op een olifant een ritje door de jungle maken.,0.0
"Kortom, Italiaanse toestanden in Brabant.",0.0
Hier vond het voorval plaats.,0.0
En nor meer op z 'n woorden letten.,0.0
"Jammer, maar dit gaat volledig voorbij aan het feit dat de natuur het zo heeft geregeld dat de moeder de eerste tijd voor haar kind wil zorgen.",1.0
"Nou, volgens de verzorgers is die kans heel klein.",0.0
Een plan van tevoren maken.,0.0
Zo werd de Italiaanse sprinter Petacchi een jaar uit koers genomen... na een positieve test in 2007.,0.0
Hebben deze kinderen een nieuw kinderkookrecord?,2.0
"Daar is hij veel ondervraagd, nog voor de rechtszaak begon.",0.0
Intussen rijden we al een half uur door Caracas en EEN ding valt meteen op.,0.0
Wij gaan hier in ieder geval druk aan de slag met het nieuws van vandaag.,0.0
"Dan gingen ze gezellig met alle tafel zitten, als familie zijnde.",0.0
"Nou, we hebben goed voor je in de agenda 's gekeken en dit is wat we vonden.",0.0
Bijna niet is na te gaan wat de originele kist is.,0.0
Dit zijn de cijfers!,0.0
Maar de liedjes zijn nu ook op Amsterdam Centraal station te horen.,0.0
Daar brak vanmiddag brand uit op de benedenverdieping.,0.0
En het was direct een mooie gelegenheid om sprintkoningin Dafne Schippers... geboren en getogen in Utrecht in het zonnetje te zetten.,0.0
Vandaag werd er vandaag gestaakt.,0.0
Sinds ze een week geleden ontsnapte uit haar verblijf zwerft de wolf over het terrein van het wildpark.,0.0
Op die lijst stonden al typisch Nederlandse evenementen zoals als Koningsdag en Sinterklaas.,0.0
In de film COCO reist Miguel naar de wereld waar zijn overleden voorouders leven.,0.0
En toch geldt het Amerikaanse onderzoek als universeel maatgevend.,0.0
Heel veel mensen hebben het bekeken.,0.0
Dus die tijd moet iedereen het met dit uitzicht doen.,0.0
GELACH Het koningshuis kost de belastingbetaler dus steeds meer geld.,0.0
De politie onderzoekt hoe het kon gebeuren dat de jongen toch het water in ging.,0.0
Leuk dat je kijkt!,1.0
Voor sommige kinderen wel en voor andere kinderen niet.,0.0
En toen was iedereen van de 1104 Fitclub die jongen gaan helpen.,0.0
Tot grote consternatie van de voorstanders van het referendum.,0.0
Hij zegt dat hij waarschijnlijk anders reageert op salbutamol dan andere sporters.,0.0
De link wordt gelegd met de beslissing gisteren van de Amerikaanse president... om Jeruzalem te erkennen als Israelische hoofdstad.,0.0
"Een vrije dag voor de meeste leerlingen op de basisschool, want leraren staakten.",0.0
Onderzoekers van het Radboud UMC ontwikkelde een zelf lerend computerprogramma... en dat programma neemt de patholoog belangrijk werk uit handen.,0.0
Gaat er wel flink aan toe dan.,1.0
Het blad bestaat 65 jaar.,0.0
"Van wat je op Insta of Snapchat wel of niet doet, daar weten zij alles van.",0.0
"Ja, dat heb ik gefactcheckt.",0.0
"Eerst vallen bij zee buien, later ook op andere plaatsen.",0.0
Wie zijn je beste vrienden bij Oranje?,2.0
Maar je hebt veel make-up op.,1.0
Ik denk dat mijn opa en oma hier ook iets van vinden.,1.0
Als je van die ransomware af wil dan moet je betalen.,0.0
En ik vond het ook heel herkenbaar.,1.0
Dat vind ik juist leuk.,1.0
En dus zit ook Dreher vooraan tijdens de town hall.,0.0
Het gaat om de producten van dit merk.,0.0
Maar hij zegt het ook wel eens met zo 'n kop.,1.0
Hoogleraar retailmarketing Laurens Sloot denkt dat andere supermarkten zullen volgen.,0.0
Met andere woorden: er gebeurt niets met de huurprijzen voor nieuwe huurders.,0.0
"Wesley Sneijder, Rafael van der Vaart, Dirk Kuijt, Mark van Bommel.",0.0
Ze waren inderdaad toch wel een beetje geschrokken... ...van hoeveel mensen hiermee bezig zijn.,0.0
Af en toe krijgen de kinderen een aanwijzing.,0.0
Faya vertelde in de rubriek Dwars dat ze iets wil doen aan de geparkeerde auto 's bij een zebrapad.,0.0
De discussie gaat om de kleur van de piet.,0.0
Klinkt als goed nieuws.,1.0
"Roos, hij is schuin.",1.0
Niemand wist hoe het ervoor stond.,0.0
GELACH Scenario 3: Slijmen bij Rusland.,2.0
Ze deden mee aan een optocht voor kinderen met een zeldzame ziekte.,0.0
"De schatting is dat de rechter 1,5 uur De tijd zal nemen voor de aanklachten.",0.0
Heb jij nou ook een onderzoeksvraag waar wij in kunnen duiken?,2.0
Het OM kan niet bewijzen dat de dood van Henriquez het gevolg is van de nekklem... die door een van de agenten werd toegepast.,0.0
"Dan denken alle hoogopgeleiden: Ooo, het wordt vergoed!",0.0
Hij heeft er vijf jaar voor moeten oefenen.,0.0
Er is een mannetje dat moeite heeft met de stap te maken om het eiland op te gaan.,0.0
Bij mij thuis is keukendeur ook doorzeefd met kogels.,0.0
Het doet mij vreselijk pijn om op deze manier te moeten vertrekken.,1.0
Amsterdam wordt weer gewoon de moordhoofdstad van Nederland.,0.0
Dus het blijft altijd een product waarbij je moet opletten.,1.0
Op vrijdag komen 150 kinderen bij elkaar om te praten over het klimaat.,0.0
Die hadden we niet voorbereid.,0.0
En wij zijn er morgen weer.,0.0
Ook als je een prank het uitgehaald bij ouders.,0.0
"Veel ophef dus, maar ze hadden deze Irma in een glas water kunnen vermijden... met een onafhankelijke documentaire en niet die van Joey... Dat had gekund.",1.0
"Zodat ze misschien voor heel even de ellende die ze hebben meegemaakt, vergeten.",1.0
Het gezin is bij de huisartsenpost behandeld.,0.0
"Ja, want tussen alle illegale spul wat ons land binnenkomt... zit elk jaar toch ook onveilig vuurwerk.",0.0
En zij doen vooral de onderzoeken naar de daders.,0.0
Stap niet op een bom en vind de vlag!,0.0
Ik maak thuis ook soms wraps.,0.0
Onder andere naar de telefoon en de computer van de verdachte.,0.0
Goed gekozen want 't was lekker zonnig.,1.0
"""Het krijgen van kinderen wordt op deze manier losgemaakt van het normale leven.",1.0
"Dat is op zich best een leuk baantje, want Venezuela heeft de grootste oliereserves ter wereld.",0.0
"Dan kun je denken: dat loopt wel los, maar dat is dus het probleem.",1.0
Wat voor emotie voel je dan?,2.0
"En om daarna rond te lopen, want er is veel te zien.",0.0
De superster bedacht een plan.,0.0
"Erfelijkheid speelt een rol, maar ook stress en een depressie kunnen ervoor zorgen... ...dat je de ziekte ontwikkelt.",0.0
Nu begint operatie 'Lezen met Fresen '.,0.0
"En als je televisie kijkt, krijg je ook echt het idee dat het zo werkt.",0.0
Die is te zien op onze site en in de app.,0.0
Dat doen ze vaak door letterlijk door de knieen te gaan en letterlijk voor zichzelf op te staan.,0.0
Bij elkaar zijn de drugs meer dan 300 miljoen euro waard.,0.0
"Je hebt uberhaupt geen vooropleiding of kennis nodig, dus iedereen mag meedoen.",0.0
Bewolkt bij 16 graden.,0.0
Dat heeft niks met discriminatie te maken.,0.0
Dames en heren: De anti-bekeerbeer!,0.0
Ze schrappen niet de btw op groente en fruit... ze verhogen de btw van zes naar negen procent.,0.0
"Verslaggever Theo Verbruggen in Sittard... is dat verbod direct inggegaan, of hoe zit dat?",2.0
"De Nederlandse, een van de topfavorieten in de finale, gokte en verloor.",0.0
Maar ze kunnen niet verhinderen dat de politie alles in beslag neemt.,0.0
Deze fractievoorzitter wil dat iedereen heel positief is over het regeerakkoord.,0.0
Om extra docenten te betalen zodat die aantallen opgevangen kunnen worden.,0.0
"En WAT Sebas dan allemaal meeneemt, dat verschilt nogal.",0.0
Kijk op internet of er veel klachten over zijn of juist positieve reacties.,0.0
Maar dat is D-D-D... daarom noem ik hem dus nooit.,2.0
Voor hulp kun je de kindertelefoon bellen op het nummer: 0800-0432.,0.0
Het is goed dat we zo 'n avond organiseren.,1.0
In de tweede fase wordt de toegang verder verkend en bestendigd.,0.0
Voor diegenen die stilliggende bouwprojecten hebben... ...is het natuurlijk fijn als er zo snel mogelijk lokaal beleid komt.,1.0
Dat er synergie en dus ook bezuinigingen te behalen zijn door meer landelijke concentratie in de museale en wetenschappelijke sfeer is evident.,0.0
In Bosbad De Vuursche in Baarn mag gewoon worden gerookt.,0.0
Hier merken ze veel voordelen van de ontspanningslessen.,0.0
In de hoodstad van Zuid-Korea zijn volgend jaar de Olympische Winterspelen.,0.0
"Hallo, u spreekt met Arjen.",0.0
Verder: YouTuber PewDiePie die weer iets stoms heeft gezegd.,1.0
Zo ziet het er dan uit.,0.0
Want de komende jaren gaat meer dan 30 procent van de huisartsen in Zeeland met pensioen.,0.0
"Nou, dat kunnen we wel regelen.",0.0
Ark is een survivalspel wat ik altijd leuk vind... en dan speel ik het natuurlijk.,1.0
"De orkaan treft niet alleen de Bovenwindse eilanden, maar zal ook door Florida trekken.",0.0
Je komt er gewoon niet tussen als karter op de woningmarkt.,1.0
"Elke dag dat je ziek bent, mag je een lange broek aan.. dus ja dat is wel weer fijn.",1.0
Het thema is dus tegen de stroom ingaan.,0.0
Een groot deel van de Catalanen vindt daarom dat het beter is als hun gebied een apart land wordt.,0.0
Tegelijkertijd is hij daardoor het boegbeeld van de integrale aanpak geworden.,0.0
Daar is groot onderzoek naar gedaan.,0.0
En dus bood ie zijn excuses aan: Ik wilde niemand kwetsen of pijn doen.,0.0
Willem-Alexander ontmoette ook leden van de bemanning... uit eerste hand hoorde hij de verhalen over de geleverde noodhulp aan Sint Maarten.,0.0
Op de muur van een klein ziekenhuis in Ivoorkust is een portret van nagellakheld Tijn geschilderd.,0.0
En hoorde je dat race-fans hopen dat er ooit weer Formule 1-races in Zandvoort worden gehouden.,0.0
Als het echt gaat gebeuren valt nog te bezien.,0.0
De Youtuber zou meer dan 13.000 euro hebben verdiend aan zijn actie.,0.0
Als hij maar heel precies is met de cijfertjes.,0.0
De overheid verarmt structureel.,0.0
"Mensen vergeten zo vaak spullen, dat de NS de opslagplek voor gevonden voorwerpen gaat uitbreiden.",0.0
Het wordt zo 'n 5 graden.,0.0
Terwijl veel mensen dat niet eens van zichzelf weten.,0.0
De temperatuur loopt vanaf vrijdag een paar graden op.,0.0
Er komen veel treinreizigers langs.,0.0
Het moet verboden worden om zelf vuurwerk af te steken... zegt een stichting die over de veiligheid rondom Oud en Nieuw gaat.,0.0
De drie klasgenoten bedachten daarom een plan met elkaar.,0.0
Dan is het volgens de onderzoekers handig om goed te controleren wie de verkoper is... en pas te betalen als je de spullen binnen hebt.,0.0
Nouri zakte afgelopen zaterdag tijdens een oefenduel in elkaar.,0.0
"Soms is dat een vriend of kennis, maar meestal een familielid.",0.0
En om het nog erger te maken.,2.0
En dat Max liever op vakantie gaat dan naar 't sportgala.,0.0
Dat is ontstaan door de geschiedenis.,0.0
Dan hoef je niet aan al die stomme problemen te denken... maar gewoon aan plezier en... leuke dingen.,1.0
In maart vorig jaar werd de 21-jarige Yannick op straat op Texel aangereden.,0.0
Te veel mensen wilden het terrein op.,0.0
Lastig op dit moment is wel onze 0.1 microgram bepalingsgrens.,0.0
"Je bent mooi, je bent grappig, je mag er zijn.",1.0
Die moeten er ook snel iets tegen doen.,1.0
"Er komt waarschijnlijk geen harde grens, zo eentje met slagbomen, zeg maar... waar veel bewoners uit de grensstreek voor vreesden.",0.0
"Ehm... Alternatieve geneeswijze is allemaal een beetje... Mensen hebben er baat bij, maar echt wetenschappelijk bewezen is 't niet.",1.0
"Op het moment dat Rex ziek was, dat is toch wel z 'n mattie... zie je dat er paniekgevoelens omhoogkomen en angst.",1.0
Zij lopen 50 kilometer per dag... en zijn al een stuk eerder vertrokken dan de kinderen.,0.0
De Verenigde Naties roept de strijdende partijen in Jemen op.. tot een staakt-het-vuren in de hoofdstad Sanaa.,0.0
"Dit jaar gaat het vooral over handel, vluchtelingen en het klimaat.",0.0
Dat is erg zwaar voor een rug.,0.0
"Springen, rennen, tikkertje of verstoppertje.",0.0
We weten dat stembussen in principe om acht uur vanavond moet gaan sluiten.,0.0
Die zijn met helikopters naar ziekenhuizen in de buurt gebracht.,0.0
En samen met zijn broer Pelle zijn ze er elke dag vroeg bij.,0.0
Thuis doen we weleens wedstrijdjes en dan doe ik wel voorzichtig.,0.0
Dus niet zo heel gek dat de.,1.0
Het ministerie van Defensie zegt dat het probleem bekend is en dat er naar een oplossing wordt gezocht.,0.0
Wat zien we hier?,2.0
Hij loopt samen met zus Lara en zijn ouders mee.,0.0
Hij staat zesde in het klassement.,0.0
Vertrouw op de hulp.,1.0
En veel meer mensen hebben die.,0.0
"Nu geweld en intimidatie er kennelijk steeds meer bij gaan horen, kun je je afvragen of de burgemeester niet eerder een stapje terug moet doen.",1.0
Dat kun je zien in een documentaire die over de beroemde voetballer is gemaakt.,0.0
"Viggo had vandaag een studiedag, dus had hij lekker de tijd... om met zijn pup Roef buiten te spelen.",0.0
In Sotsji ging het dit keer allemaal goed.,0.0
En dat is niet voor niks.,1.0
Het volgende Journaal is om 16 uur.,0.0
"Er vallen vooral in het noorden een paar buien en het is ook best fris, het wordt ongeveer 19 graden.",0.0
Vanochtend vroeg opende minister Plasterk en zanger Jamai de actiedag.,0.0
En gemeenten vonden juist dat het allemaal niet ver genoeg ging.,0.0
"Op de kalender staat elke week een onopgeloste zaak, zoals een moord of een vermissing.",0.0
Daarbij wil ze een politie-uniform aan met ook haar hoofddoek.,0.0
Het wereldberoemde schilderij van Rembrandt van Rijn.,0.0
Dan kan je niet kijken of je huiswerk hebt of niet.,0.0
Bij de regionale tv-zender Omroep Brabant hebben ze wel een theorie... of eigenlijk meer een marketingpraatje.,1.0
Een dubbele hoeveelheid dus.,0.0
Jammer voor al de GTST-fans.,1.0
Gisteren vertelde een andere marinier dat hij het heeft gedaan.,0.0
Waarom wordt er niet iets aan gedaan?,2.0
Ik heb dit nog nooit in mijn leven gezien.,0.0
Met een cup in je hand voor tienduizenden mensen... of thuis een spelletje spelen met je kinderen?,2.0
"Ja, en die demonstratie...",2.0
"Probeer eerst te gaan strijden en als het dan niet lukt... ja, dan is het niet gelukt, maar dan kan je achteraf wel zeggen: Ik heb er alles aan gedaan.",1.0
Dit is wel heel ongeloofwaardig.,1.0
Iedereen kan elkaar vertellen maar je was op dat moment.,0.0
Voor de meeste kinderen is het een plek waar je veel plezier met elkaar hebt.,0.0
Maak een eind aan het lerarenregister.,1.0
Maar mensen buiten proberen ze tegen te houden.,0.0
Ik denk dat het hartstikke leuk wordt.,1.0
Staatssecretaris Dekker moet een tweede middelbare islamitische school in Nederland toestaan.,0.0
Maar die is nu dus niet meer compleet want een ander stuk muur van zes meter is opeens weg.,0.0
"Twee mannen die op Hawaii wonen, konden het bijna niet geloven.",0.0
"Maar als je goed kijkt, zie je dat het alleen maar afval is.",0.0
Die brand was precies 6 maanden geleden.,0.0
Het is de tweede keer in een paar dagen en dat zorgt voor dikke aswolken.,0.0
De Nederlandse Jesse laat in de Britse pers weten dat Sophie alles heeft verzonnen.,0.0
"Ze zijn voor het laatst gezien in de plaats Silifke, niet ver van de kust.",0.0
Ik denk dat er heel veel mensen zijn die niet weten dat ze een eetbui-stoornis hebben.,1.0
Het lek ontstond op een plek waar aan de weg gewerkt wordt.,0.0
Dat is een soort restcategorie voor als je niet in die twee andere diagnoses paste.,0.0
Het pand wordt als verloren beschouwd.,0.0
En de hele dag op de site en in de app.,0.0
En ondertussen doet-ie alsof er niks aan de hand is.,1.0
Het is alleen wel flink ver weg.,1.0
En af en toe een bui.,0.0
Als wij niet meer kunnen baggeren en de kanalen slippen dicht... ...ja dat kan wel echt voor een probleem zorgen.,0.0
Het gaat om dit water.,0.0
"Strandspeelgoed, bouwhelmen, en heel veel schoenen.",0.0
"Dus goed nieuws, voor iedereen met een baan.",0.0
Daar zullen wij tegen optreden.,0.0
Ze gaan twijfelen of ze de juiste woorden en grammatica gebruiken.,0.0
"Als ze dat niet doen, neemt Spanje het bestuur van Catalonie over... en mogen ze geen eigen besluiten meer nemen.",0.0
Vorig seizoen werden de wedstrijden in totaal meer dan 5 miljoen keer bekeken.,0.0
Want dat is wat Overbeek eigenlijk zegt.,0.0
"De dag begint bewolkt, maar 's middags breekt de zon door.",0.0
Daarin staat dat verkopers verboden medische claims doen op verkoopsites en social media.,0.0
Dus heel bizar maar wel supertof.,1.0
Hoe zou u het pistool exposeren?,2.0
Zo moet worden voorkomen dat ze opnieuw tegen gehouden worden.,0.0
Pride Amsterdam is vanochtend begonnen.,0.0
Onze stelling is: Het is leuk om een invalleerkracht te hebben.,0.0
Je hebt je hoofd niet meer bij het verkeer.,0.0
Je helpt je familie omdat het je familie is natuurlijk.,1.0
Zit jou ook iets dwars?,2.0
't Leek hem een leuk idee om in deze openstaande vuilnisbak te klimmen.,0.0
Ehm... misschien mag ik deze meneer even wat vragen.,2.0
Wordt dat hier gewoon afgespeeld om mensen weg te jagen?,2.0
Dat vinden ze hier op dit voetbaltoernooi in Nieuwegein ook.,0.0
En daar heeft het bedrijf tot maart volgend jaar de tijd voor.,0.0
"Maar als hij wel weer op straat kan zijn, gaat het langzaam.",0.0
"Hoi hoi, doei, dag, hoe gaat het, hallo.",2.0
"Later werd hij gevonden, dood, in zijn auto.",0.0
Maar nu echt een knoop in je buik krijgt.,0.0
Toch is er wel wat veranderd.,0.0
Maar ik hecht nog meer aan andere dingen die typisch Nederlands zijn.,1.0
Die maakte hij vast aan een stoel en zo vloog hij de lucht in.,0.0
Tegen die tijd moeten we naar Denemarken.,0.0
"Ja, voor het CDA is het gezin echt de hoeksteen van de samenleving!",0.0
Tja dat kan lastig zijn.,1.0
"De afgelopen jaren is het inzicht gerezen dat een echt goede aanpak de inzet van nog meer partijen vraagt, zoals de belastingdienst en de milieudienst.",0.0
"Tutututututuuu en dan komen die fanfarefluitjes tudululululu... Als je die keer op keer hoort, dan kun je je wel voorstellen... dat je denkt: oke, ander plekkie.",1.0
Natuurlijk zullen die kritisch zijn op onderdelen.,0.0
Dan zou Europa met 500 miljoen bewoners toch wel het dubbele mogen aanbieden in deze huidige vluchtelingen-crisistijd.,0.0
Op dit moment maakt de regering zich zorgen over een tiental mensen.... ...de risicogevallen.,0.0
Heb ik nog een dier voor je.,0.0
Dat deed ie dus NIET.,0.0
Hoe is het om in die stoel te zitten?,2.0
Hij is een stuk dikker geworden.,0.0
En wat dan nog?,2.0
Ze zijn bang dat ze daar straks geen eten meer kunnen kopen.,0.0
Ze mogen eigenlijk alle uitingsvormen die ze als Bandidos in het verleden hebben laten zien... op die manier mogen ze niet meer naar buiten treden.,0.0
Nadal heeft het weer moeilijk op eigen service.,0.0
"Het lichaam van een Nederlander die bij een bedrijfsongeluk in Duitsland om het leven kwam, is geborgen.",0.0
Ik vind dat bier niet voor kinderen is.,1.0
Steeds meer wijst de neuropsychologie op de plasticiteit van ons brein.,0.0
Goed nieuws voor de Nederlandse voetbalvrouwen: Ze gaan meer verdienen!,0.0
Vannacht zijn er in eerste instantie brede opklaringen.,0.0
Een strijd die een paar maanden geleden begon met een chaotisch referendum.. en het uitroepen van de Catalaanse republiek.,0.0
Vooral Parijs heeft er last van.,0.0
Verder in deze uitzending: Bijna een kwart van getest vuurwerk in Nederland is onveilig en mag niet worden verkocht.,0.0
Ik was dus heel jong.,0.0
Voor Israel is de stad de ongedeelde hoofdstad van het land.,0.0
"De fracking revolutie in Amerika, die Obama en zijn linkse achterban hebben proberen te frustreren, heeft de globale oliemarkt op zijn kop gezet.",0.0
"Mensen halen dat op van het strand, en nemen ze mee... en brengen ze bijvoorbeeld naar het Juttersmuseum.",0.0
Er zijn al scholen die aan mindfulness doen.,0.0
Een meisje of jongen uit je team die je aanraakt zonder dat je dat wilt.,2.0
"Ja, nee... hier, dit stukje.",2.0
Hij gokt dat er in Nederland 20.000 salafisten zijn.,0.0
"Ja, ik snap dat je een beetje in de war bent nou.",1.0
Het is zelfs het meest afgespeelde Spotify-nummer ooit.,0.0
"Ze roept bedrijven op om mbo'ers, hbo'ers en mensen van de universiteit... ...dezelfde stagevergoeding te betalen.",1.0
Volgens hem maken wereldleiders wel veel regels... maar is er niemand die controleert of mensen zich daaraan houden.,1.0
